"lipid","logFC","logCPM","LR","PValue","FDR","Length1","Length2","Title_1","Title_2","type","AK0139","AK0161","AK0170","AK0200","AK0202","AK0204","AK0141","AK0145","AK0164","AK0174","AK0175","Blank-1x"
"FA(20:1)",5.882389549612,7.57792130476891,238.585283712152,8.001668333879e-54,1.19784974958169e-50,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","FA",0,3379318.67854309,0,621.220035552979,0,0,0,0,3059.62016296387,0,0,7982.56058883667
"LPE(20:3)",-0.0453288069092096,7.22160558417152,0.0231741281804716,0.879005130876765,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PE",63272.0843887329,180894.45124054,172760.710151672,198308.998603821,45647.0239334106,201529.655830383,222954.414131165,143771.34980011,63650.4235610962,180197.91620636,118475.389595032,45673.6632614136
"LPE(20:4)",-0.136823441362466,7.51687384000008,0.211478786208318,0.645610807464482,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PE",9367.70013427733,108604.107849121,102409.745544434,128156.149108887,0,119797.569030762,159433.028991699,114712.245788574,5463.74035644531,109908.548522949,64416.3639526367,105054.587463379
"LPE(20:5)",-0.162344477856716,8.18066037957457,0.297846846653783,0.585235413684498,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PE",0,58640.9617919922,87368.8836669922,96097.0823974609,0,63126.8402099609,139027.37097168,92467.3421630859,0,70557.9432373047,40948.1014404297,211274.156860352
"LPE(21:0)",-0.0619382663573303,6.482397431698,0.0432809348690171,0.835197184741716,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PE",48903.2439880371,121102.188827515,111150.988204956,122262.549423218,29504.4421081543,114900.087997437,128004.589828491,99398.1666717529,42507.1441040039,116784.468673706,78543.3454437256,24367.9014434814
"LPE(22:0)",-0.112763618255932,6.30229188502612,0.14358162751796,0.704746036130911,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PE",47903.4243164062,102842.06602478,85554.1652679443,96979.8060760498,21844.7018585205,94799.3661956787,122414.090866089,80730.146774292,30927.401473999,97739.1276092529,69202.1454315186,23679.1016387939
"LPE(22:1)",-0.113694520740191,7.78525100856761,0.145970513538487,0.702416210301109,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PE",0,77113.1674575806,86968.2883682251,81011.8667373657,0,93579.1290054321,148571.234962463,56000.4056777954,0,87680.9061660767,0,161333.568870544
"LPE(22:2)",0.0178266541244816,9.61315599340736,0.00357969566539395,0.952290587435089,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PE",0,0,11939.1390533447,0,0,0,0,0,0,0,0,755372.870101929
"LPE(22:4)",-0.135771641504298,6.5178742335835,0.208226809517328,0.648160776547651,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PE",15780.0621795654,59287.7648773193,49554.4437103271,60007.2653045654,0,50305.2634124756,75749.986618042,51401.8224945068,0,60144.3450775146,30610.4626922607,53795.5637969971
"LPE(22:5)",-0.0756568516680116,6.32279000068729,0.0645922012081428,0.799379709101884,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PE",61820.3452606201,95112.0871887207,98852.1461486816,105620.046539307,18133.2215881348,92679.5074768066,117172.948242188,92147.3868103027,41073.2024078369,100797.246429443,58257.7638244629,23393.6416320801
"LPE(22:6)",-0.0223942232824984,6.37508433150938,0.00565346982239134,0.940063891339608,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PE",67916.0039520264,94533.1856384277,82132.8056945801,106855.627838135,21678.9615783691,106199.147674561,112492.408050537,91034.3057556152,33688.3425750732,94391.6473083496,61250.0442199707,26118.6620178223
"LPE(24:0)",-0.159893815520958,6.39977412469855,0.28889876672838,0.590927092118222,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PE",37796.7426300049,98297.0859375,90629.9465942383,112449.668701172,11140.4204711914,107141.007202148,134465.590209961,93291.9668579102,28599.0419006348,106719.545410156,63825.5641479492,27012.8221435547
"LPE(24:1)",-0.749308457319814,7.02215898365367,6.35556133721548,0.0117013915093904,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PE",63018.6039581299,146829.189575195,159146.031555176,152623.811706543,31988.9425354004,152973.570983887,698897.977355957,122739.448242188,54320.6025390625,206283.99432373,82763.1263427734,22666.3416137695
"LPE(24:6)",-0.152413868853177,6.45614895751853,0.262473744473937,0.60842573016722,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PE",54808.3424224854,126788.389160156,127494.709594727,118002.468322754,16172.7412338257,108711.607421875,130532.45135498,117079.789550781,31040.7018432617,118111.125610352,96624.2867431641,21413.6015014648
"LPG(12:0)",0.118428487925492,6.44542969296321,0.157600312950166,0.691375528765581,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",90730.6264038086,106778.648498535,102173.449066162,97910.9860839844,56750.0048217773,81468.4263000488,87149.4659423828,100644.728942871,77609.3467102051,89086.8677062988,47324.082611084,25639.7217407227
"LPG(13:0) | PG(12:0)",0.097612591776349,6.51576220410269,0.107122771918512,0.743443901644184,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",65516.0249633789,72080.565612793,68133.2243652344,74507.5651855469,43078.1038818359,62466.8234863281,61819.8037109375,56993.7648925781,57899.6428833008,71707.6845703125,37346.1422119141,41527.9229125977
"LPG(13:0) | PG(12:0)_2",0.132460031496679,6.62490596657959,0.197086129213631,0.657083190701591,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",68001.3031005859,81682.5642089844,70915.5056762695,80342.4053344727,47476.8027954102,66164.0034790039,66771.1640625,61439.0238647461,60514.3242797852,70925.9046020508,35988.4624023438,45520.4436645508
"LPG(14:0)",-0.0435422520116823,1.21534631526666,0.0212985832566517,0.883968484650592,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",624.40002822876,446.320011138916,1510.52011108398,430.840034484864,197.580013275146,403.000019073486,624.620048522949,554.520046234131,665.260040283203,918.500045776367,513.44002532959,1538.66011428833
"LPG(14:1) | PG(14:1)",0.165305338603521,2.24287071866584,0.306218301403987,0.580010111497584,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",1065.82008361816,1336.50009536743,8856.8405342102,1176.98008346558,829.140056610107,15433.4610023499,939.440044403076,666.340019226074,1194.40006256103,6337.24041748047,7866.42057037354,1523.68012237549
"LPG(14:1) | PG(14:1)_2",0.211959596111895,2.12478546489794,0.502727155294906,0.478304278551825,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",1163.02008056641,1298.66007995605,7426.26065826416,1290.74007034302,483.120037078857,12518.8208961487,1124.5200958252,1039.26007843018,850.340065002441,8018.26064300537,3627.30025863647,1640.78011703491
"LPG(15:0) | PG(O-16:0)",-0.0226574194659021,1.15103807402341,0.00576216772634552,0.939491541386772,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",583.240039825439,164.360008239746,197.200008392334,477.860027313232,162.360004425049,414.180027008057,561.240028381348,555.040050506592,260.920021057129,273.580013275146,149.300018310547,1613.24011611938
"LPG(15:0) | PG(O-16:0)_2",-0.198766034829841,1.1374272626881,0.444664185952334,0.504879799909011,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",32.4599914550781,46.9399719238281,217.040012359619,0,84.2199745178223,253.540008544922,597.480033874512,289.620021820068,432.120006561279,159.459999084473,312.260005950928,1658.92012786865
"LPG(15:1)",0.0162885087993492,1.09984267940529,0.00297519392132583,0.9565006876557,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",326.920024871826,561.360034942627,262.600006103516,309.720024108887,276.420013427734,317.500007629394,868.240055084229,106.540012359619,306.760009765625,421.36003112793,53.7799987792969,1553.92011260986
"LPG(16:0)",0.0768967600551638,8.78512531118817,0.0665176499587687,0.796476244528472,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",699977.653137207,633299.441650391,758014.519775391,672334.149841309,444599.517333984,449146.510681152,808448.548461914,535319.140380859,689723.951721191,544656.046569824,374446.786987305,42053.0631103516
"LPG(16:1) | PG(16:1)",0.0440163416625534,8.04339721815174,0.021811129689695,0.882590647400911,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",353265.926452637,371508.444885254,271603.479431152,351521.007080078,237479.835632324,306058.781860352,437467.74395752,279828.981079102,361988.322631836,302364.423339844,178058.374389648,49891.1234130859
"LPG(16:1) | PG(16:1)_2",0.0633045723791083,8.03418724209985,0.0450948368415993,0.831829739430019,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",364109.929260254,386893.088317871,275027.737121582,360390.600646973,246627.841125488,304726.706665039,436864.198486328,281174.402282715,366383.151123047,318314.156677246,174424.333984375,45584.0029296875
"LPG(17:0) | PG(16:0) | PG(O-18:0)",0.122010489685224,10.7049407621564,0.167275078400053,0.682544973730918,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",2452932.97070312,2844618.52783203,2121224.8828125,1888437.27929688,1549888.60253906,1320982.85253906,1831485.94287109,2169127.49658203,2298814.97119141,1921221.51123047,1071107.83349609,320640.984375
"LPG(17:0) | PG(16:0) | PG(O-18:0)_2",0.1147550903144,10.613434265053,0.147999937349596,0.700454063940115,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",2313942.98974609,2691533.09912109,1968964.85595703,1792157.24462891,1465455.30175781,1232725.66113281,1701331.66650391,2076959.37255859,2177727.59716797,1817078.1328125,1018542.92626953,295538.842285156
"LPG(17:0) | PG(16:0) | PG(O-18:0)_3",0.116146241342695,10.4479110892213,0.151604570506606,0.697006665179501,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",2051405.40283203,2349645.59912109,1774668.71386719,1601644.70605469,1302654.38916016,1106218.5078125,1495874.19335938,1799143.42675781,1931569.70410156,1659572.97119141,912957.798828125,266636.937988281
"LPG(17:1) | PG(P-18:0)",-0.106366628637487,7.90847517563287,0.127747222501966,0.720779326721091,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",336768.548828125,332284.605224609,232498.77935791,311815.425842285,219835.393798828,271801.736877441,525046.594421387,190971.195617676,419565.437194824,293831.138946533,178708.794616699,38608.1428833008
"LPG(17:1) | PG(P-18:0)_2",-0.0674860344327615,7.89878865702234,0.0513892123706228,0.820663334871538,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",345751.146362305,331700.379211426,239212.695251465,313224.499572754,230465.273254395,274694.078369141,510143.933227539,188809.09552002,433968.792602539,284536.379089355,173011.108764648,36520.5427246094
"LPG(17:2)",-0.0326180207071972,8.10879813229825,0.0119969919437608,0.91278150907884,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",366748.287658691,390915.565307617,253274.792541504,339656.463928223,239679.776062012,296565.382629395,488343.52154541,245519.218322754,404092.045288086,301948.841491699,211804.455810547,55554.1244506836
"LPG(18:0) | PG(18:0)",-0.123275873452749,8.4671286319617,0.171639245266306,0.678659048863531,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",84846.8490600586,64846.5679321289,0,44571.0448608399,26978.8827514649,30377.3433227539,204225.391540527,0,144334.572692871,30571.5637817383,22818.339050293,256118.976867676
"LPG(18:0) | PG(18:0)_2",-0.0803453665640012,8.45156350649246,0.0728560662682867,0.787222855080816,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",85553.1621704102,76217.6011352539,10317.7564697266,44281.3185424805,49369.0836791992,38371.8016967773,210103.496398926,0,136778.746887207,38104.3438110352,24116.2826538086,249343.639099121
"LPG(18:1) | PG(18:1)",0.0343267302204802,7.39722338427128,0.0132679424848448,0.90829725518608,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",216070.913391113,229147.35736084,144624.50982666,208899.374450684,131790.330230713,177854.168884277,268533.118652344,137681.548950195,212760.775512695,172515.757141113,119595.487792969,40653.2626953125
"LPG(18:1) | PG(18:1)_2",0.0564593955852126,7.39141848085731,0.0358750058967203,0.849773850464296,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",213511.674377441,215809.234558105,151769.787536621,205048.613891602,138567.146728516,183111.230957031,263022.478942871,134258.689880371,218757.495300293,167648.715026855,114922.867980957,40546.7026367188
"LPG(18:2) | PG(18:2)",0.0701340597274391,7.54017674602044,0.0553400850885737,0.814018786969325,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",226558.677185059,259785.756225586,185753.096374512,233943.980163574,145033.671905518,216063.416931152,294773.387390137,163450.951904297,235860.139160156,209099.475280762,115001.586669922,42633.0234985351
"LPG(18:2) | PG(18:2)_2",0.0489245291835124,7.54435473743083,0.0269432685222455,0.869617746689161,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",234187.819610596,248419.455230713,184538.993743896,235987.272003174,149360.769989014,208881.555511475,306732.123321533,159127.329681396,232330.79788208,213153.899505615,122057.587097168,42479.1034240723
"LPG(18:3) | PG(18:3)",0.0333766755019161,7.93500490956645,0.0125440782744022,0.910823129502925,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",273676.331726074,265245.216125488,196607.735717773,258773.499633789,135374.693969727,249562.716003418,361015.538818359,157398.934020996,278393.586791992,246050.136230469,104449.569458008,79696.8858642578
"LPG(18:3) | PG(18:3)_2",0.0221972549012743,7.93880130115021,0.00554955794359557,0.940616236927785,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",268198.847290039,266325.680541992,196339.355285645,255484.443664551,124028.886291504,239943.720458984,366843.171264648,152211.751708984,277150.196350098,236154.496887207,101883.485107422,82459.7656860352
"LPG(18:4)",0.0699716586952243,10.6496701339953,0.0550856548215961,0.814439000134911,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",0,0,0,0,0,0,0,0,0,0,0,1838982.05484009
"LPG(19:0)",0.0189336681749449,7.29380584610298,0.00403784164700482,0.949333312362116,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",90841.3041992188,95592.5065307617,63401.5039672852,82886.7464599609,39129.6217041016,71605.9658203125,129678.885986328,45892.8029785156,83674.5858154297,74402.5641479492,34567.0621337891,88345.4466552734
"LPG(19:1)",0.0394406021472275,7.15421208196631,0.0175134719761445,0.894716576303782,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",167395.770812988,168665.552124023,121651.349884033,156736.209228516,96377.3670654297,154483.391235352,207685.851806641,126329.829101562,152023.092407227,137835.710144043,84031.2452392578,40770.3029174805
"LPG(20:0)",0.111587372409822,7.05801473168742,0.13994636274856,0.708334340791568,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",144053.827514648,127743.148376465,95124.9466552734,147758.589660645,82960.3251342773,134920.907165527,168632.972106934,101842.706420898,114781.626464844,116156.269348145,58682.2631835937,46651.6035766602
"LPG(20:1) | PG(20:1)",-0.0452450137263735,7.59578147240068,0.0230886240111658,0.879226835064631,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",143289.850585938,142988.168457031,103852.587890625,138862.968017578,95334.3872070313,127571.689208984,194336.232421875,137359.666748047,134701.808105469,128644.570678711,79495.0852050781,88001.2263183594
"LPG(20:1) | PG(20:1)_2",-0.0462614760200116,7.59640508035634,0.0241381546406956,0.876533901248239,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",143037.051025391,141732.649169922,105050.068603516,137351.129150391,94704.0463867188,132760.510498047,195442.989257812,134234.52734375,130828.19128418,134499.185180664,81735.2238769531,87822.4665527344
"LPG(20:2) | PG(20:2)",-0.63306811226336,7.6422952918629,4.54015537107443,0.0331085866941882,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",222352.677032471,182568.1690979,183718.393890381,192376.894989014,104257.42678833,161242.215179443,1038355.92684937,121901.406280518,171448.93057251,245075.018249512,88982.9684143066,41891.3428649902
"LPG(20:2) | PG(20:2)_2",-0.651232281240434,7.61876808424801,4.80402499143611,0.0283933290185149,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",224517.15423584,184888.056274414,187477.854919434,190905.811889648,112639.33001709,170831.734741211,1041209.28393555,125668.009429932,188757.39642334,253192.297393799,95988.2652587891,36097.9626464844
"LPG(20:3) | PG(20:3)",-0.0925634102978506,7.31822987608832,0.0967187305603545,0.755803395388154,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",199013.477416992,186691.315246582,131498.768676758,180728.791809082,94123.8677368164,172162.354919434,348781.614990234,114094.74987793,186006.434265137,186820.370239258,77270.5437927246,42300.4835205078
"LPG(20:3) | PG(20:3)_2",-0.0673783147555352,7.3136473714214,0.0512244097922121,0.820946243093504,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",196154.757293701,183494.372344971,132198.549713135,182261.433074951,95443.9457092285,171596.594451904,350310.203521729,109250.547302246,173415.572479248,182657.148223877,77021.2649230957,42947.7633972168
"LPG(20:4) | PG(20:4)",0.134385467349848,6.85195153110541,0.20285131388755,0.652429124742582,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",132104.367980957,137153.808746338,98250.9669494629,145875.348724365,68017.4225769043,129997.730255127,156238.874481201,95704.167175293,100431.427627563,117677.508361816,59474.3037414551,35032.6426696777
"LPG(20:4) | PG(20:4)_2",0.0898045739289828,6.82864609959501,0.0906904647983424,0.763301200991453,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",122754.54888916,127908.048522949,98875.2073669434,138744.470214844,64855.7258911133,130412.569274902,156196.410400391,92989.5868225098,109176.965576172,116475.127655029,56889.2236328125,34791.3023071289
"LPG(20:5) | PG(20:5)",0.0672492347233071,6.68961868988978,0.0508822701651184,0.821535108311079,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",57420.8440551758,65098.0643920898,49697.6431884766,63001.0056152344,37121.0628662109,57492.6829833984,65342.3043823242,58513.5649414063,45160.3835449219,55398.5032348633,27205.4025878906,55369.5238037109
"LPG(20:5) | PG(20:5)_2",0.0824479481287983,6.65784807099517,0.0764527624955917,0.78216334793689,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",59137.9243164062,70295.4660644531,53138.7040405273,64413.6444091797,41133.2824707031,59223.7632446289,73174.3457641602,57099.5231933594,44632.0620117188,56521.9040527344,30584.6217041016,52225.8837280273
"LPG(21:0)",0.0679704464227354,7.04309371563815,0.0519798981586063,0.819653233705248,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",120914.089782715,122830.127258301,95412.486328125,117327.689880371,75774.6457519531,119610.727233887,141603.970275879,98275.3455810547,103171.226135254,107862.328613281,62212.1264038086,51033.483581543
"LPG(22:0) | PG(22:0)",0.0355351390750952,7.43754048275177,0.0142180944369556,0.905085493545444,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",158648.792053223,133059.868835449,103445.788146973,149659.572692871,83287.8651733398,183935.63494873,211903.993347168,113275.488098145,123560.086364746,137016.130554199,76392.1459350586,70491.4845581055
"LPG(22:0) | PG(22:0)_2",0.0536269903581931,7.43067912147801,0.0323678314416611,0.857222737138745,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",173612.310424805,138919.031005859,101318.026550293,157182.7734375,92839.5668945312,198134.729492188,220430.697387695,113493.588745117,127385.649902344,148029.730102539,81851.7658691406,66089.6243896484
"LPG(22:1) | PG(22:1)",0.0135661440230411,7.08303306451131,0.0020732187217618,0.963682781524402,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",160332.330963135,154603.651672363,114531.669952393,165644.115447998,93005.1471252441,161358.99118042,205936.794464111,117278.890228271,157959.792510986,142862.371368408,85671.2866821289,36001.7821960449
"LPG(22:1) | PG(22:1)_2",0.0330035868661233,7.07888496611927,0.0122650509754294,0.911816426918128,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",165168.335754395,149451.790100098,118214.545928955,159783.547912598,101554.646484375,154032.273681641,202551.914916992,118661.508911133,154125.927368164,140268.047790527,84914.0058288574,35904.1628417969
"LPG(22:2)",-0.0224804069599937,8.01800711352294,0.00569737799150971,0.939832031968136,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",214944.212646484,218148.072937012,138348.88659668,202488.491027832,65043.2818603516,189220.669555664,224047.655822754,179926.487091064,194416.174926758,219687.015106201,63248.186340332,120221.691162109
"LPG(22:4) | PG(22:4)",0.0185533685402376,7.03927896636237,0.00387728890859762,0.950349506684669,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",118418.049133301,114837.667236328,102457.667297363,119113.031066895,74164.603515625,105046.447692871,178052.935791016,90523.7283325195,104563.727111816,100155.186096191,61634.9031982422,50887.4237060547
"LPG(22:4) | PG(22:4)_2",0.0490842913530544,7.01243311220088,0.0271188495466674,0.869197419990192,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",116135.949951172,125074.328491211,103421.327941895,119711.908996582,74892.3033447266,109231.089050293,170035.088439941,91748.2459716797,97828.5673217773,112450.98651123,57898.8244018555,48538.4435424805
"LPG(22:6) | PG(22:6)",0.11949346491977,7.01675530965341,0.16044687694648,0.688745420985815,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",145442.430511475,110894.847503662,87945.2265930176,124511.688079834,88654.2262878418,165223.552703857,132984.767974854,103116.326263428,94253.287322998,131486.511993408,74718.2457580566,44352.2828674316
"LPG(22:6) | PG(22:6)_2",0.129124197438091,7.02951696256937,0.187305402993843,0.665168833885994,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PG",138463.590820312,112696.367858887,93953.1080322266,133992.887329102,92629.4666137695,172332.911010742,134128.508605957,108365.008789062,103678.367492676,125517.729309082,76639.9246826172,43641.6233520508
"LPI(12:0) | PI(12:0)",0.500657778492094,10.599475803327,2.78154267305217,0.0953562793067604,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PI",2230094.41513824,3775322.6548233,2113430.34403229,2295949.64375305,937592.663139343,5617230.95493317,2103392.80005646,2368051.59455109,1828369.31040192,2596494.53046417,879851.800918579,19044.0815048218
"LPI(12:0) | PI(12:0)_2",0.517166520966306,10.5964830161601,2.96602426230675,0.0850305914128159,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PI",2207204.93946075,3744677.46207428,2104947.23929596,2339467.31134033,985137.222473145,5607950.4214859,1941470.63967133,2369518.89258575,1862178.88773346,2648762.95590973,848556.145179749,18575.8812484741
"LPI(12:0) | PI(12:0)_3",0.538834686131176,10.570800471767,3.21690269710962,0.0728814120213074,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PI",2176851.38306427,3713900.9950943,2062904.57492828,2246871.59386444,1065068.1473465,5479808.3841629,1974827.79850769,2315800.54080963,1777715.67588043,2517240.84656525,841203.399238586,17273.9410324097
"LPI(13:0)",-0.150507270626549,1.90522845502246,0.25542995148237,0.613277369003246,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PI",1261.82004928589,2496.52019500732,3174.36030197144,1226.42010498047,0,4609.50046157837,1283.56005477905,1146.28009414673,2188.62018585205,6637.12034988403,768.720092773438,1893.12013244629
"LPI(14:0) | PI(14:0)",-0.00730211937209963,2.0020199943351,0.00059987007239215,0.980459969336436,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PI",2540.18017578125,3023.90018081665,5055.78030014038,1469.7400894165,781.460075378418,6318.360496521,1363.40009689331,2188.04012298584,1804.90014648438,8528.28059768677,1663.30009841919,1583.74011230469
"LPI(14:0) | PI(14:0)_2",0.00289404235683307,1.94143777075498,9.42011279221333e-05,0.992256072213278,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PI",2341.88012695312,2617.14014816284,5753.68051147461,1417.48008346558,1157.080078125,5019.44038009644,1753.82015609741,1906.62014770508,2087.78016662598,9494.56065750122,389.600032806396,1504.4001121521
"LPI(14:1)",0.457454182829666,2.2410923316841,2.32247089553607,0.127517325523934,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PI",3760.88019180298,3588.08031463623,3294.82024383545,2649.46018218994,9739.08067321777,3750.7603187561,3023.9801864624,4391.62028503418,3323.40029525757,3268.72024536133,1929.18018722534,1611.6201133728
"LPI(15:0) | PI(O-16:0)",-0.0207175525110449,13.0506333192508,0.00483880939273539,0.944542640545333,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PI",12862338.689209,15440063.407959,13662214.5349121,7397400.34985352,9030018.65844727,17975267.751709,9316403.79711914,11054345.4782715,12798503.1833496,25359536.5476074,6544140.86010742,117070.548095703
"LPI(15:0) | PI(O-16:0)_2",-0.0214664927844449,13.044514726345,0.00519505737333325,0.942540831759365,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PI",12729726.4586182,15115458.5836182,13963724.3834229,7383100.89880371,9220604.32531738,17500426.1968994,9055501.7701416,11024684.7476807,13002765.5767822,25259420.8126221,6498740.67102051,110618.287475586
"LPI(15:1) | PI(P-16:0)",0.370991173440088,9.18160935281951,1.53480566295184,0.215392630841469,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","PI",935525.338577271,1331506.28291321,1009441.20838928,653289.726394653,407813.668441772,1103597.87995911,429574.097846985,914926.16053772,769321.474746704,940708.942886353,318968.172973633,53372.0030975342
