"lipid","type","mean1","mean2"
"PI(O-20:5)","PI",16089.8971069336,144690.307159424
"PS(44:0)","PS",133532.553253174,217949.41511027
"LPE(16:1)","PE",122739.203660583,208728.060816447
"[TG(56:5)]_FA18:2","TAG",179905.738153076,281637.5112559
"[TG(52:3)]_FA16:1","TAG",381725.898583984,598548.041931152
"ecdysone palmitate | CE(22:3) | 20:2 Stigmasteryl ester | 20:3 Sitosteryl ester","CE",697218.751449585,1192832.3012441
"PE(26:1)","PE",181233.639666748,299655.389892578
"PS(32:4)","PS",79472.8775634766,125759.601826986
"PE(44:0)","PE",57528.5721801758,93415.9632155101
"CE(22:6)","CE",1329126.27591476,2062521.82527288
"PG(36:6)","PG",134363.305834961,198129.270985921
"PG(44:2)","PG",79153.7220100403,134771.0889829
"PI(40:9)","PI",61328.4083114624,106723.363941828
"PS(O-32:1)","PS",231757.456152344,365016.887288411
"Palmitoylcarnitine | (5Z)-13-carboxytridec-5-enoylcarnitine","CAR",874759.57827301,1462514.66197459
"PS(28:2)","PS",240090.796618652,385686.644582113
"PC(42:6)","PC",168811.484423828,560116.660481771
"PS(40:3)","PS",158238.259191895,237106.42855835
"CE(16:3)","CE",599726.097061157,969863.835779826
"LPS(20:2) | PS(20:2)_2","PS",172008.820263672,253763.284759521
"PG(36:8)","PG",419509.97298584,664733.63100179
"PS(36:8)","PS",385800.214135742,558809.583577474
"CE(22:5)","CE",1290838.22279816,2017067.01735179
"Docosa-4,7,10,13,16-pentaenoyl carnitine | Clupanodonyl carnitine","CAR",698101.228742981,1180889.08557892
"LPG(18:2) | PG(18:2)_2","PG",139915.822064209,210229.311014811
"LPS(16:0) | PS(16:0)_2","PS",396981.616540527,568591.034047445
"PE(P-30:0)","PE",186770.45196991,286834.061963399
"[TG(54:4)]_FA18:0","TAG",511021.95107727,713034.385136922
"PE(42:10)","PE",251018.04581604,380820.145688375
"PE(42:2)_2","PE",499834.609622192,747092.629974365
"PE(44:3)","PE",65186.6649581909,105264.814016342
"LPS(22:1) | PS(22:1)_2","PS",138017.199212646,204624.796925863
"PS(42:0)","PS",133689.285327148,198651.18077596
"PS(42:9)","PS",115205.020092773,177949.239196777
"Cholesteryl nitrolinoleate","CE",1332972.02319183,2086072.80304718
"LPE(17:2)","PE",154141.247399902,273110.50201416
"LPS(17:0) | PS(O-18:0)","PS",1600968.79589844,2537591.81282552
"PE(42:2)","PE",505468.807313538,760182.073460897
"PE(O-32:5)","PE",109334.875823975,178106.445556641
"(5Z,8Z)-tetradecadienoylcarnitine","CAR",512819.425427246,822126.837860107
"Cer(d14:2(4E,6E)/24:0(2OH))","Cer",55078.9758987427,82046.9059371948
"LPG(18:2) | PG(18:2)","PG",139301.093048096,211189.766464233
"PS(34:5)_2","PS",135586.605932617,224479.379496257
"[TG(56:6)]_FA16:1","TAG",225251.575152588,314834.538772583
"lanosteryl oleate | 20:2 Campesteryl ester","CE",1335135.99368744,2078875.86641184
"PG(30:1)","PG",233809.98425293,338404.749674479
"LPS(15:0) | PS(O-16:0)","PS",235974.745507813,493421.560058594
"[TG(56:7)]_FA18:1","TAG",262735.891192627,363720.020599365
"Cer(d14:2(4E,6E)/20:1(11Z))","Cer",93926.4338233948,116964.387914022
"Cer(d14:2(4E,6E)/22:1(13Z)(2OH))","Cer",76530.369241333,112141.338136037
"CerP(d18:1/14:0)","Cer",2976.9722038269,5595.58708000183
"CerP(d18:1/20:0)","Cer",3718.52028121948,5966.27373695374
"LPG(17:0) | PG(16:0) | PG(O-18:0)_2","PG",1191512.12773437,1910796.52539062
"PG(34:6)","PG",93314.5237792969,200910.240824382
"PI(O-40:1) | PI(P-40:0)","PI",96081.986378479,152409.534166972
"PC(O-42:0)","PC",217177.698388672,614307.697672526
"[TG(56:2)]_FA18:1","TAG",202594.621905518,286023.936716716
"Cer(d18:0/18:0)","Cer",26524.1776947021,32745.6824035645
"LPG(17:0) | PG(16:0) | PG(O-18:0)","PG",1260227.9375,2029680.85262044
"LPI(18:0) | PI(18:0)","PI",385197.372979736,649835.739687602
"[TG(52:2)]_FA16:1","TAG",392136.215338135,587974.139623006
"[TG(54:5)]_FA18:1","TAG",505707.630712891,715327.357259115
"[TG(58:10)]_FA20:0","TAG",287961.095068359,436477.231567383
"[TG(58:3)]_FA20:4","TAG",2130595.22626648,2913015.5069224
"20:0 Campesteryl ester","CE",1316868.74784851,2078543.55256653
"FA(22:0)","FA",4326459.64839478,7294713.98140144
"LPS(14:0)","PS",714.396044921875,1780.11678886414
"LPS(16:0) | PS(16:0)","PS",387580.895043945,564268.510437012
"LPS(22:4) | PS(22:4)_2","PS",72407.476953125,137983.011922201
"PE(28:0)","PE",111779.476924133,181606.476992289
"PE(44:7)","PE",85015.9784240723,137030.630590439
"PS(40:2)","PS",264833.354211426,389288.538736979
"PS(42:6)","PS",208594.866552734,309831.458312988
"PC(O-42:4)","PC",259590.530859375,608870.266276042
"[TG(56:8)]_FA18:2","TAG",258551.291571045,361111.718282064
"LPE(18:2)","PE",118498.180490112,197941.124409993
"PG(42:0)","PG",122442.419311523,184057.519805908
"LPS(22:1) | PS(22:1)","PS",131748.785491943,201214.773783366
"FA(14:0)","FA",807342.779797363,1467879.52556356
"[TG(58:1)]_FA20:0","TAG",363548.294638061,504948.016260783
"Cer(d18:2/20:0)","Cer",3240.03624267578,6054.36046346029
"PG(O-30:1)","PG",367211.537322998,561837.718882243
"LPS(22:4) | PS(22:4)","PS",71522.9446655273,136027.763824463
"PS(44:7)","PS",148899.979229736,235520.817642212
"LPG(18:3) | PG(18:3)","PG",140041.305151367,229873.365529378
"CE(12:0)","CE",203815.878143311,355454.312488556
"PC(42:10)","PC",243978.924853516,594666.431803385
"[TG(56:8)]_FA16:1","TAG",280504.154907227,397896.016174316
"20:3 Campesteryl ester","CE",1357461.79873199,2147245.4264857
"LPS(16:1) | PS(16:1)","PS",340982.971008301,537130.151845296
"PC(42:7)","PC",211255.902246094,598515.068359375
"PE(28:1)","PE",157262.498666382,271356.96329244
"[TG(56:6)]_FA18:0","TAG",388321.964208984,534487.018056234
"PG(O-36:2)","PG",229855.409228516,339205.790415446
"PC(P-42:4)","PC",279725.83359375,636847.493896484
"PI(40:7)","PI",112335.424784851,190233.416275024
"[TG(56:1)]_FA18:0","TAG",298169.504653931,412395.876607259
"[TG(56:3)]_FA18:0","TAG",297577.148403931,421152.246210734
"Cer(d18:2/18:1)","Cer",10130.3487693787,13837.0776824951
"LPS(15:0) | PS(O-16:0)_2","PS",252882.018359375,483337.696207682
"LPS(20:2) | PS(20:2)","PS",171252.484838867,256930.847829183
"PC(42:2)","PC",98986.1431640625,414693.013468424
"PE(30:1)","PE",140877.702203369,239708.300120036
"PG(40:6)","PG",518566.248339844,742281.210550944
"PE(32:5)","PE",57464.3559692383,102597.943969727
"PE(44:4)","PE",62327.504119873,103238.667319616
"PG(O-34:4)","PG",98689.607623291,154710.633412679
"[TG(56:7)]_FA16:0","TAG",271111.626184082,403286.712443034
"LPG(13:0) | PG(12:0)","PG",31513.026550293,64297.0512491862
"PC(42:11)","PC",245096.826855469,602744.87117513
"PS(O-34:4)","PS",110766.409674072,175867.829193115
"PE(32:0)","PE",205526.959240723,357197.31749471
"PI(34:0)","PI",191840.301635742,384755.64666748
"CE(16:2) | zymosteryl palmitoleate","CE",649779.752557373,1068337.45316569
"PC(42:5)","PC",103247.71015625,446855.274129232
"[TG(56:8)]_FA18:0","TAG",388077.515927124,562141.63637797
"20:1 Campesteryl ester","CE",1312628.28534164,2107923.51699956
"LPC(4:0)","PC",79704.1537963867,161828.056549072
"LPE(20:2)","PE",108308.375704956,176358.809918722
"LPE(24:1)","PE",71791.844152832,117763.358385722
"LPS(16:1) | PS(16:1)_2","PS",342295.989465332,532381.37677002
"LPS(18:2) | PS(18:2)","PS",239237.730895996,359492.359568278
"O-(13-carboxytridecanoyl)carnitine","CAR",1015205.1754097,1617081.77844111
"PC(42:3)","PC",54996.08046875,367813.158406576
"PC(42:4)","PC",143839.946533203,468451.567342122
"PC(42:9)","PC",247209.453857422,609280.587402344
"PE(18:2)","PE",104588.423556519,168971.65816625
"PE(O-18:0)","PE",97817.9753448486,160415.564422607
"PG(44:0)","PG",118738.900543213,185645.003672282
"PG(44:8)","PG",89704.8665832519,144807.066899617
"PG(O-40:6)","PG",1223808.68081665,1739523.01147461
"PG(P-34:4)","PG",90235.7389587402,151645.119832357
"PS(44:6)","PS",111015.46762085,177107.242284139
"PS(P-30:1)","PS",194571.081719971,305176.874867757
"PS(P-32:1)","PS",117225.308453369,192241.716985067
"LPG(18:3) | PG(18:3)_2","PG",132891.685064697,225053.488922119
"PG(44:6)","PG",105105.0796875,158658.544642131
"PG(O-42:6)","PG",306978.432666016,463535.298604329
"PI(40:10)","PI",68583.3368293762,108165.591396332
"PS(30:1)","PS",243322.35390625,369456.763743083
"PC(40:2)","PC",495988.877246094,981347.805094401
"PG(40:3)","PG",146298.694604492,223134.973185221
"(7Z,10Z,13Z,16Z)-docosatetraenoylcarnitine","CAR",770086.818074799,1255179.16658147
"FA(12:0)","FA",268946.371643066,480665.332758586
"PC(O-42:3)","PC",299987.867773438,667318.599609375
"PC(O-42:6)","PC",319279.941210938,683514.785970052
"PS(44:8)","PS",104161.323516846,160582.378967285
"PG(28:2)","PG",193922.90145874,298857.277191162
"PC(O-42:2)","PC",301434.842773438,665005.148071289
"LPG(16:0)","PG",398678.416674805,609561.965403239
"PS(24:0)","PS",143849.772729492,255752.861918132
"PC(40:0)","PC",288124.588085937,711930.01546224
"[TG(58:0)]_FA20:0","TAG",501816.611340332,725948.099517822
"[TG(58:5)]_FA20:4","TAG",397922.856845093,565338.991811117
"[TG(60:12)]_FA20:4","TAG",279571.746295166,412571.94384257
"[TG(60:8)]_FA20:0","TAG",276799.070153809,397438.064610799
"Cer(t20:0/26:0(2OH))","Cer",1223800.27724152,1559006.04111481
"LPG(16:1) | PG(16:1)_2","PG",204993.639233398,322962.650522868
"SM(d18:1/26:0)","SM",523518.031542969,1031727.71964518
"LPG(22:4) | PG(22:4)","PG",57132.2757324219,105672.910990397
"PI(38:2)","PI",91535.8539642334,149044.636809031
"Cer(d18:2/22:0)","Cer",5471.16438751221,8829.37064552307
"(13Z,16Z)-docosadienoylcarnitine","CAR",805593.153341675,1318270.22197978
"LPC(22:0)","PC",190869.252734375,381076.019124349
"LPG(22:4) | PG(22:4)_2","PG",58984.5876708984,108077.817962646
"LPI(19:0)","PI",8480.12736816407,134323.076171875
"LPS(18:3) | PS(18:3)_2","PS",265366.184344482,409219.048044841
"PG(32:0)","PG",124098.034472656,244202.814453125
"PG(44:7)","PG",134364.693182373,206374.66178894
"PI(38:8)","PI",140698.962268066,225617.500788371
"PS(O-30:1)","PS",394129.711804199,592547.361256917
"PS(O-36:2)","PS",246605.57454834,382234.283162435
"PG(44:12)","PG",108927.643493652,171019.116053263
"PS(44:1)","PS",94699.6866500855,151232.624088287
"(7Z,10Z)-hexadecadienoylcarnitine","CAR",788865.632683563,1266006.07731247
"[TG(58:8)]_FA20:0","TAG",474951.284634399,675828.917007446
"PS(44:5)","PS",100111.827420044,159831.2881368
"LPG(13:0) | PG(12:0)_2","PG",31942.1938476562,69097.0974324544
"PC(P-42:6)","PC",285102.086523438,688302.332519531
"3-hydroxyeicosanoylcarnitine | Cervonyl carnitine","CAR",706209.980998993,1134935.67723719
"1-O-cerotoyl-Cer(d18:1/18:0)","Cer",5362.34440460205,8171.09061304728
"CE(12:0)_2","CE",206538.177976227,343319.857176463
"LPG(16:1) | PG(16:1)","PG",201646.749133301,315239.579223633
"LPS(18:2) | PS(18:2)_2","PS",239269.475170898,364637.530822754
"LPS(18:3) | PS(18:3)","PS",268592.747723389,411269.190531413
"PC(O-42:1)","PC",239906.233496094,601636.110026042
"PE(26:0)","PE",90299.6350219727,153528.967061361
"PE(40:0) | PE(P-42:6)_2","PE",197228.742510986,426577.99005127
"PG(34:3)","PG",205351.561212158,317945.710245768
"PG(42:6)","PG",202413.418371582,307460.852030436
"PG(P-30:1)","PG",174343.226647949,263912.585098267
"PS(34:6)","PS",130265.348632812,247458.413614909
"PS(P-34:4)","PS",99121.4662963867,165219.922871908
"[TG(56:5)]_FA16:0","TAG",227028.25017395,331661.949101766
"LPE(19:1)","PE",89995.9460510254,149296.927004496
"O-behenoylcarnitine","CAR",664578.892693329,1065814.93684578
"PC(42:8)","PC",254436.127880859,626974.315348307
"PG(44:5)","PG",92092.6986938477,143954.763565063
"PG(O-36:1)","PG",382448.456689453,577060.976033529
"PI(O-38:1) | PI(P-38:0)","PI",129155.040555573,210781.131338755
"PG(O-32:1)","PG",214240.235791016,343164.657938639
"LPC(12:0)","PC",53994.3920440674,91951.5661977132
"PS(42:3)","PS",189489.781298828,354533.565307617
